,path,target
29,PSsample/wGcZ33lyWUY_11662.49-11682.49.wav,sadness
30,PSsample/C5AIqruVTag_6496.87-6516.2.wav,sadness
31,PSsample/5hKCeE0WXcQ_9715.31-9735.19.wav,sadness
32,PSsample/xkLml1cYbQw_9047.5-9060.25.wav,sadness
33,PSsample/vYdsOynYVCA_4252.26-4271.95.wav,sadness
34,PSsample/7uXqP3_Mc00_15484.33-15504.02.wav,sadness
35,PSsample/aK2XWyzkG94_8923.0-8926.69.wav,sadness
36,PSsample/5hKCeE0WXcQ_8412.84-8432.53.wav,sadness
37,PSsample/kfaJP_v3AMo_11751.42-11757.19.wav,sadness
38,PSsample/y2Vs3GXDVyk_6574.63-6592.63.wav,sadness
39,PSsample/URS5XyOpLSI_14191.72-14211.62.wav,sadness
40,PSsample/SvOjrvZ4PlY_12397.52-12417.04.wav,sadness
41,PSsample/MSAqVhtPUJg_3321.49-3336.08.wav,sadness
42,PSsample/MjfmdeHxy0o_3005.28-3021.56.wav,sadness
43,PSsample/NsYt6iW4zeI_2878.68-2898.31.wav,sadness
44,PSsample/8LAI5kcBfVs_4450.21-4457.42.wav,sadness
45,PSsample/LxjHujYqmK4_6002.42-6021.73.wav,sadness
46,PSsample/R7FyjGMrgsE_4873.12-4893.1.wav,sadness
47,PSsample/g_7n37_9B_E_12589.54-12595.76.wav,sadness
48,PSsample/8LAI5kcBfVs_890.62-897.92.wav,sadness
49,PSsample/1VEe0dkWXfc_12915.01-12934.92.wav,sadness
50,PSsample/yRobslQfvvs_782.9-802.9.wav,sadness
51,PSsample/ccxh8m_cg3A_10915.54-10919.26.wav,sadness
52,PSsample/S2arE590S-c_5427.67-5445.02.wav,sadness
53,PSsample/fU-CsJ2EBQ8_1931.07-1950.69.wav,sadness
54,PSsample/vJ4gib9EDcU_13339.54-13350.74.wav,sadness
55,PSsample/TFTtk2nFs6I_15301.74-15311.55.wav,sadness
56,PSsample/Kt0nJgPw41E_9065.7-9078.4.wav,sadness
57,PSsample/zIjE0oB5OIg_16313.27-16333.25.wav,sadness
58,PSsample/KcVA-9b1E80_16065.94-16067.97.wav,sadness
59,PSsample/qne0Iegffug_14317.04-14335.54.wav,sadness
60,PSsample/1B8BiLaMaUo_4067.79-4078.17.wav,sadness
61,PSsample/vHkd_51GnAM_10484.33-10494.04.wav,sadness
62,PSsample/cXbTYCcZ8YM_2639.05-2658.8.wav,sadness
63,PSsample/JvLROFws-Ko_8415.9-8435.86.wav,sadness
64,PSsample/iqHEya5uXjc_2952.33-2971.85.wav,sadness
65,PSsample/9wxLAtT0uyc_6939.7-6959.68.wav,sadness
66,PSsample/iaSzdQ2bAew_5268.48-5285.48.wav,sadness
67,PSsample/MLOFJlAByCI_12932.64-12944.83.wav,sadness
68,PSsample/yRobslQfvvs_13200.16-13219.86.wav,sadness
69,PSsample/zkrXjY__UXM_8014.02-8033.89.wav,sadness
70,PSsample/3cKs5miERVA_2787.12-2802.09.wav,sadness
71,PSsample/5emroKDiyY0_4336.72-4338.83.wav,sadness
72,PSsample/MOOjWQIy7ZY_15873.37-15893.37.wav,sadness
73,PSsample/eyv7y-kyI1E_9966.01-9985.83.wav,sadness
74,PSsample/tutWN0KpWAw_15028.54-15048.42.wav,sadness
75,PSsample/YILsA37yB6Q_6883.25-6902.88.wav,sadness
76,PSsample/5yky-shnXCM_2802.04-2812.69.wav,sadness
77,PSsample/njma4HsOql4_3469.19-3475.79.wav,sadness
78,PSsample/jnqNq5ud6Vo_5434.87-5454.3.wav,sadness
79,PSsample/OI1RRs1lbh0_16501.35-16521.34.wav,sadness
80,PSsample/xbgYVKmXxg8_20720.84-20738.8.wav,sadness
81,PSsample/GjkFgKyvI0k_3707.44-3724.83.wav,sadness
82,PSsample/LZETjGQNaNk_19081.24-19091.86.wav,sadness
83,PSsample/I27W0FVLD2I_17349.86-17365.45.wav,sadness
84,PSsample/N_3BDryDH9k_1828.8-1848.6.wav,sadness
85,PSsample/tutWN0KpWAw_9487.92-9507.88.wav,sadness
86,PSsample/cI9XslP_dOw_1963.39-1968.31.wav,sadness
87,PSsample/Ko5OBGRMETo_5818.5-5838.09.wav,sadness
88,PSsample/9OonssGSXmM_10108.28-10128.25.wav,sadness
89,PSsample/X_6fTHwFfpM_6098.14-6117.96.wav,sadness
90,PSsample/sR_p6PbQPeI_20214.91-20234.2.wav,sadness
91,PSsample/vJ4gib9EDcU_14629.81-14649.61.wav,sadness
92,PSsample/Q2UcT745iHQ_19736.82-19753.13.wav,sadness
93,PSsample/L6ILB2DxLMw_8842.31-8847.98.wav,sadness
94,PSsample/uyIU9NZ1Ixc_2446.63-2466.49.wav,sadness
95,PSsample/GRCfYSrlxxc_5047.54-5066.64.wav,sadness
96,PSsample/iDjFgBnXNrs_2874.22-2888.52.wav,sadness
97,PSsample/sS-59mIBXVc_5500.29-5520.29.wav,sadness
98,PSsample/dfz6VqXRbmE_2196.94-2215.93.wav,sadness
99,PSsample/m6iu1_XFrY8_8612.94-8632.17.wav,sadness
100,PSsample/v44Chne6UCw_4348.98-4364.96.wav,sadness
101,PSsample/xEa2KjNWHt0_10237.33-10253.55.wav,sadness
102,PSsample/LRfFnUQrpN4_7028.93-7047.06.wav,sadness
103,PSsample/3yuEqtP43QI_7078.88-7098.64.wav,sadness
104,PSsample/5Feg2lxQ3-I_10673.69-10688.28.wav,sadness
105,PSsample/v44Chne6UCw_3378.68-3398.38.wav,sadness
106,PSsample/3J-MLuBDwC4_7206.98-7217.32.wav,sadness
107,PSsample/Ipptk7Qntq4_5570.66-5577.93.wav,sadness
108,PSsample/WYQk1srnyb0_13876.89-13896.56.wav,sadness
109,PSsample/wVBCWM4Gofs_2609.25-2629.01.wav,sadness
110,PSsample/bv67e1t69T8_7319.26-7330.41.wav,sadness
111,PSsample/13CIIGY5gg0_7955.54-7974.97.wav,sadness
112,PSsample/ytNmldJ8awI_7453.18-7472.95.wav,sadness
113,PSsample/1s4JHlcC_rM_13557.94-13577.13.wav,sadness
114,PSsample/_QfqIOIdu_E_8489.09-8495.48.wav,sadness
115,PSsample/GW6f40F5DY8_1757.32-1772.63.wav,sadness
116,PSsample/zIjE0oB5OIg_11344.99-11364.96.wav,sadness
117,PSsample/tutWN0KpWAw_10737.6-10744.57.wav,sadness
118,PSsample/tFOiPYWiSMk_15767.82-15775.53.wav,sadness
119,PSsample/xkLml1cYbQw_18301.76-18308.89.wav,sadness
120,PSsample/-ZstXL0NcOo_21945.19-21964.98.wav,sadness
121,PSsample/Kt0nJgPw41E_3684.09-3704.05.wav,sadness
122,PSsample/XdVZGBDBr8c_3451.59-3470.53.wav,sadness
123,PSsample/o8FdsdWtvhc_19781.19-19800.3.wav,sadness
124,PSsample/p59_k3C9hq4_20581.23-20601.12.wav,sadness
125,PSsample/ActgoDTrcWA_9094.34-9114.32.wav,sadness
126,PSsample/PAKRaXXMxVY_11354.16-11374.16.wav,sadness
127,PSsample/GedIwR0D7bc_7669.71-7689.35.wav,sadness
128,PSsample/kr7AcaY6GaU_9172.43-9189.65.wav,sadness
129,PSsample/NsYt6iW4zeI_2644.43-2663.96.wav,sadness
130,PSsample/0n_W0iHVhpU_6540.99-6555.57.wav,sadness
131,PSsample/jus1M1j8vPo_4410.8-4430.5.wav,sadness
132,PSsample/ifebG1D-vgM_4675.4-4695.32.wav,sadness
133,PSsample/GHHR1sqEfyg_11617.87-11637.67.wav,sadness
134,PSsample/LOMzK5-JN00_20863.96-20871.05.wav,sadness
135,PSsample/EirDCC44N3g_15232.61-15251.24.wav,sadness
136,PSsample/S2arE590S-c_9886.96-9889.75.wav,sadness
137,PSsample/dmfAuT6vtMA_5762.9-5779.85.wav,sadness
138,PSsample/96jH6ljojqA_6781.32-6801.13.wav,sadness
139,PSsample/JPO4ebnWWms_16829.35-16833.86.wav,sadness
140,PSsample/IF1blZ6YSMA_9979.79-9993.64.wav,sadness
141,PSsample/cJuiEqOfbV8_11141.05-11160.21.wav,sadness
142,PSsample/on9WnAhubWg_10523.65-10541.59.wav,sadness
143,PSsample/A7MViHGC5hw_3172.72-3192.31.wav,sadness
144,PSsample/Ko5OBGRMETo_10361.38-10375.55.wav,sadness
145,PSsample/czW-aQjn04c_5108.83-5128.69.wav,sadness
146,PSsample/kfaJP_v3AMo_14032.45-14052.36.wav,sadness
147,PSsample/ev17OyzI_IA_14242.28-14262.18.wav,sadness
148,PSsample/6UtLzazc67o_7974.17-7988.36.wav,sadness
149,PSsample/WERiM2OV6BU_18180.98-18189.79.wav,sadness
150,PSsample/OmcDtlzv2Xs_11473.86-11493.73.wav,sadness
151,PSsample/nSH6V9Z2eNI_2118.47-2138.35.wav,sadness
152,PSsample/3yovjfGU6y4_7660.46-7679.79.wav,sadness
153,PSsample/JxzqEMWNUro_14561.78-14581.4.wav,sadness
154,PSsample/IRBTIpmhJe8_987.64-1006.11.wav,sadness
155,PSsample/wGcZ33lyWUY_15569.6-15585.61.wav,sadness
156,PSsample/14gZyn_QyTw_14336.11-14355.77.wav,sadness
157,PSsample/hiT8PqC-WVM_8399.16-8407.92.wav,sadness
158,PSsample/6SHhUaPhbtk_11856.35-11875.85.wav,sadness
159,PSsample/I27W0FVLD2I_18005.27-18025.26.wav,sadness
160,PSsample/TuxTSCqE0dg_21855.89-21863.0.wav,sadness
161,PSsample/_Ay-MZKSeIc_12546.27-12558.61.wav,sadness
162,PSsample/9OonssGSXmM_12797.89-12805.32.wav,sadness
163,PSsample/_AeGPyjo490_601.01-615.68.wav,sadness
164,PSsample/serAeEAu5tU_2804.07-2823.82.wav,sadness
165,PSsample/2fQFB7EUWeg_6734.72-6754.49.wav,sadness
166,PSsample/cGPQJxhHtt4_15082.1-15101.9.wav,sadness
167,PSsample/pmllF5pvtDA_5773.75-5781.91.wav,sadness
168,PSsample/CubdbvUkuI4_2216.21-2235.43.wav,sadness
169,PSsample/6brMYGcwDbY_8434.61-8454.61.wav,sadness
170,PSsample/1vBE8P0VWO4_1437.83-1457.43.wav,sadness
171,PSsample/SdX81VvCOZo_12856.37-12875.41.wav,sadness
172,PSsample/3ELsSguCWM4_6421.51-6441.45.wav,sadness
173,PSsample/vJ4gib9EDcU_20907.41-20927.12.wav,sadness
174,PSsample/GHHR1sqEfyg_11366.15-11386.11.wav,sadness
175,PSsample/A7MViHGC5hw_6351.64-6371.35.wav,sadness
176,PSsample/lzxIQHfygfg_9176.21-9190.26.wav,sadness
177,PSsample/pmllF5pvtDA_4172.87-4189.34.wav,sadness
178,PSsample/Y7PdboTaXxw_12894.16-12904.55.wav,sadness
179,PSsample/G_-Ky7hOB1c_2675.08-2694.94.wav,sadness
180,PSsample/1vBE8P0VWO4_2070.12-2086.85.wav,sadness
181,PSsample/PRZE3vwba14_3497.08-3517.01.wav,sadness
182,PSsample/fO_PtBxOszU_10526.94-10539.0.wav,sadness
183,PSsample/ROfl1iWhWyw_16421.15-16440.71.wav,sadness
184,PSsample/TzVxVXtuwl4_10413.63-10428.51.wav,sadness
185,PSsample/6UtLzazc67o_9169.3-9188.77.wav,sadness
186,PSsample/kFk5q_43y9k_6841.23-6858.38.wav,sadness
187,PSsample/kFk5q_43y9k_5308.72-5324.45.wav,sadness
188,PSsample/czW-aQjn04c_12860.82-12876.22.wav,sadness
189,PSsample/vjsshG0eI0U_2832.09-2847.36.wav,sadness
190,PSsample/L4kFYZN8v_Y_5440.17-5450.23.wav,sadness
191,PSsample/uqqQn2P9PpY_1014.02-1021.55.wav,sadness
192,PSsample/V_e2sdFELaM_16629.86-16642.78.wav,sadness
193,PSsample/10q5PX2MgM0_1233.8-1245.76.wav,sadness
194,PSsample/0b6RVqesEUE_15187.18-15206.92.wav,sadness
195,PSsample/ARIAGjO3P9c_14797.81-14809.4.wav,sadness
196,PSsample/yRobslQfvvs_4313.93-4324.68.wav,sadness
197,PSsample/ROfl1iWhWyw_20342.03-20362.03.wav,sadness
198,PSsample/XRVcOb8n3Co_3693.42-3712.99.wav,sadness
199,PSsample/EirDCC44N3g_5235.49-5247.11.wav,sadness
200,PSsample/cXQ1kCWVpas_22135.02-22150.33.wav,sadness
201,PSsample/zv-6A9P0BhA_4493.47-4513.39.wav,sadness
202,PSsample/5zZUUepikn8_6501.28-6521.16.wav,sadness
203,PSsample/cCzkxrfOFww_11620.39-11639.65.wav,sadness
204,PSsample/TuxTSCqE0dg_4220.53-4238.82.wav,sadness
205,PSsample/f1D5h5TKX64_4872.8-4878.03.wav,sadness
206,PSsample/vRMwK8TW_tw_17384.43-17403.91.wav,sadness
207,PSsample/IRBTIpmhJe8_7330.94-7350.17.wav,sadness
208,PSsample/qNpeHxO0WzA_16736.01-16745.31.wav,sadness
209,PSsample/U4L5-6b9enE_7988.18-8007.62.wav,sadness
210,PSsample/_VTTkJdto-U_2285.21-2301.71.wav,sadness
211,PSsample/hBRXgBaEV2k_4239.93-4259.33.wav,sadness
212,PSsample/hxSDE1AXaww_14533.09-14552.81.wav,sadness
213,PSsample/AvstVNaI4Ks_3560.77-3567.94.wav,sadness
214,PSsample/Ux94YXzTmpo_14640.08-14660.08.wav,sadness
215,PSsample/U39UIQwM-lg_6109.37-6129.08.wav,sadness
216,PSsample/a9Jz6KAkBFs_1758.58-1765.13.wav,sadness
217,PSsample/Ya3R0cW7Eqc_2556.15-2570.09.wav,sadness
218,PSsample/cJuiEqOfbV8_3429.0-3449.0.wav,sadness
219,PSsample/kFk5q_43y9k_8038.32-8058.23.wav,sadness
220,PSsample/MpLv6KlBcpQ_6583.61-6603.53.wav,sadness
221,PSsample/GVHBmUTMROo_7027.52-7046.93.wav,sadness
222,PSsample/Fcq022TA9t8_2817.82-2837.28.wav,sadness
223,PSsample/YaBXOzUUd-0_11946.54-11966.38.wav,sadness
224,PSsample/5emroKDiyY0_8134.34-8151.79.wav,sadness
225,PSsample/IrVRpjEFNy8_2273.35-2293.19.wav,sadness
226,PSsample/kFk5q_43y9k_2331.18-2350.57.wav,sadness
227,PSsample/PPYtWHK4KPk_5944.79-5947.99.wav,sadness
228,PSsample/iqHEya5uXjc_3351.14-3367.94.wav,sadness
229,PSsample/2vEP630Av0s_9716.6-9736.19.wav,sadness
230,PSsample/JxzqEMWNUro_7601.54-7618.26.wav,sadness
231,PSsample/sZDjfPvSv5g_7712.9-7717.27.wav,sadness
232,PSsample/64LGQKLo4Pw_1806.8-1826.56.wav,sadness
233,PSsample/9W67_smR7qM_1640.74-1653.89.wav,sadness
234,PSsample/IF1blZ6YSMA_9689.57-9709.3.wav,sadness
235,PSsample/pGfaIaT8VgY_12838.82-12844.68.wav,sadness
236,PSsample/HlauTe_NK6U_8497.07-8507.04.wav,sadness
237,PSsample/cWQLoS3PnTo_12687.82-12707.78.wav,sadness
238,PSsample/7uhWNVI06Dg_2023.67-2043.44.wav,sadness
239,PSsample/aPVISDSjwcE_3262.21-3276.91.wav,sadness
240,PSsample/CjM2LMQC4gg_11396.72-11416.53.wav,sadness
241,PSsample/akNP4VLqqak_6229.25-6229.74.wav,sadness
242,PSsample/9W67_smR7qM_19951.2-19971.01.wav,sadness
243,PSsample/1QYBXziV7rU_14594.12-14613.57.wav,sadness
244,PSsample/3J-MLuBDwC4_7112.83-7122.63.wav,sadness
245,PSsample/wAvVNgL6KOk_10086.25-10094.15.wav,sadness
246,PSsample/0n_W0iHVhpU_10221.11-10235.03.wav,sadness
247,PSsample/sSL8zQLuoRM_13583.5-13603.08.wav,sadness
248,PSsample/41IJX-I7KUk_4553.42-4563.14.wav,sadness
249,PSsample/YaBXOzUUd-0_9791.77-9811.72.wav,sadness
250,PSsample/0usFzRcRXwI_1521.41-1540.99.wav,sadness
251,PSsample/6brMYGcwDbY_3891.83-3908.82.wav,sadness
252,PSsample/VyeKrbwhKN0_4119.39-4128.28.wav,sadness
253,PSsample/TUQ0nL0FpAU_6038.53-6040.27.wav,sadness
254,PSsample/xkLml1cYbQw_21338.14-21352.58.wav,sadness
255,PSsample/kwPRgrlJYB8_4316.4-4322.8.wav,sadness
256,PSsample/U7gkPOwj950_8993.81-8996.93.wav,sadness
257,PSsample/rC8whgT9jrU_17230.09-17250.06.wav,sadness
258,PSsample/mGJ-n2xBISA_4634.88-4654.8.wav,sadness
259,PSsample/9W67_smR7qM_7354.87-7371.7.wav,sadness
260,PSsample/sdD4_tpoBNY_9920.38-9931.78.wav,sadness
261,PSsample/6brMYGcwDbY_16504.04-16523.78.wav,sadness
262,PSsample/gQz37Zto7cE_9148.96-9157.56.wav,sadness
263,PSsample/Cfti-MnqY7U_19177.63-19197.43.wav,sadness
264,PSsample/MSAqVhtPUJg_6194.73-6211.71.wav,sadness
265,PSsample/jvTAOH_dT0E_5117.44-5124.45.wav,sadness
266,PSsample/WBXffMn1G1E_17847.54-17867.08.wav,sadness
267,PSsample/XRVcOb8n3Co_17188.68-17208.57.wav,sadness
268,PSsample/Kt0nJgPw41E_4917.07-4930.65.wav,sadness
269,PSsample/bruBqQyd8Yg_1363.4-1382.95.wav,sadness
270,PSsample/3Mq8QFXNMlc_3059.67-3076.52.wav,sadness
271,PSsample/V_e2sdFELaM_9247.19-9257.86.wav,sadness
272,PSsample/lD0E8AB6uHs_2929.83-2948.33.wav,sadness
273,PSsample/2vEP630Av0s_7531.2-7542.76.wav,sadness
274,PSsample/ev17OyzI_IA_1641.4-1660.88.wav,sadness
275,PSsample/_g-mjsl5lhE_5661.06-5680.89.wav,sadness
276,PSsample/MSAqVhtPUJg_2448.82-2465.83.wav,sadness
277,PSsample/lkep5C6z3uc_2351.14-2369.88.wav,sadness
278,PSsample/l8zdyfQzMbc_7907.1-7909.43.wav,sadness
279,PSsample/fY6dvnwAXR0_8043.03-8062.37.wav,sadness
280,PSsample/OtjBtkE-rKI_5372.64-5392.49.wav,sadness
281,PSsample/XdVZGBDBr8c_2628.98-2648.6.wav,sadness
282,PSsample/QvdQ6JlZ-uM_16742.51-16761.7.wav,sadness
283,PSsample/vRMwK8TW_tw_7930.12-7943.78.wav,sadness
284,PSsample/_VrhtTcPNm8_7011.9-7019.82.wav,sadness
285,PSsample/T1-MQ-t3Ems_3893.08-3900.8.wav,sadness
286,PSsample/vStFZDMBHFA_5960.95-5980.02.wav,sadness
287,PSsample/7_GGu-uPv-E_2738.81-2757.42.wav,sadness
288,PSsample/oS1BYgFER90_5551.41-5571.26.wav,sadness
289,PSsample/3yovjfGU6y4_5650.87-5669.92.wav,sadness
290,PSsample/XUegMjW5_z0_9723.15-9742.94.wav,sadness
291,PSsample/MOOjWQIy7ZY_4779.3-4799.0.wav,sadness
292,PSsample/AP4Qjd9vR7U_3332.59-3351.98.wav,sadness
293,PSsample/GHHR1sqEfyg_20390.06-20410.04.wav,sadness
294,PSsample/MSAqVhtPUJg_12259.19-12278.76.wav,sadness
295,PSsample/PRZE3vwba14_17763.31-17769.5.wav,sadness
296,PSsample/tutWN0KpWAw_15937.72-15957.71.wav,sadness
297,PSsample/Hlvu7goPx6c_4153.26-4168.68.wav,sadness
298,PSsample/KFQYvnZe5F0_16605.78-16622.59.wav,sadness
299,PSsample/cgqq7U2hixw_1883.97-1903.67.wav,sadness
300,PSsample/oS1BYgFER90_14464.38-14482.12.wav,sadness
301,PSsample/5yky-shnXCM_2547.59-2567.48.wav,sadness
302,PSsample/lD0E8AB6uHs_11531.67-11534.81.wav,sadness
303,PSsample/IRBTIpmhJe8_7299.52-7309.26.wav,sadness
304,PSsample/vJ4gib9EDcU_13094.47-13114.42.wav,sadness
305,PSsample/GHHR1sqEfyg_20329.13-20343.23.wav,sadness
306,PSsample/cWQLoS3PnTo_11579.99-11599.82.wav,sadness
307,PSsample/JvLROFws-Ko_982.69-1002.61.wav,sadness
308,PSsample/MJ9sB3Mu0Sw_9124.8-9141.18.wav,sadness
309,PSsample/3YwjvKTcTlI_7724.59-7744.57.wav,sadness
310,PSsample/L4kFYZN8v_Y_5562.41-5581.19.wav,sadness
311,PSsample/WYQk1srnyb0_13813.87-13828.74.wav,sadness
312,PSsample/FB3mUATcjnY_5323.82-5343.75.wav,sadness
313,PSsample/IAOBdyNMgYQ_13202.16-13215.17.wav,sadness
314,PSsample/cGPQJxhHtt4_14830.86-14850.52.wav,sadness
315,PSsample/XaIOfT95BMk_2774.87-2794.76.wav,sadness
316,PSsample/HOAbJ0y5JQA_11961.02-11980.92.wav,sadness
317,PSsample/tutWN0KpWAw_9020.19-9030.92.wav,sadness
318,PSsample/LfkFqOr01h4_5913.36-5933.27.wav,sadness
319,PSsample/O-3YNW9gAaw_15230.35-15250.2.wav,sadness
320,PSsample/m6iu1_XFrY8_6760.2-6775.49.wav,sadness
321,PSsample/Hr5kNf8OytU_4402.9-4408.46.wav,sadness
322,PSsample/z7dLHsAfSdI_10127.74-10147.66.wav,sadness
323,PSsample/lLuRksi0rvY_11730.43-11750.34.wav,sadness
324,PSsample/NjJetqVr5IQ_11167.47-11173.99.wav,sadness
325,PSsample/5imR4d0-Rcc_5558.64-5578.56.wav,sadness
326,PSsample/vRMwK8TW_tw_16827.28-16846.97.wav,sadness
327,PSsample/jnqNq5ud6Vo_17531.79-17551.62.wav,sadness
328,PSsample/zAwNtKKEasY_12284.68-12304.6.wav,sadness
329,PSsample/6u3iGUTrdoo_4845.19-4864.25.wav,sadness
330,PSsample/3BpXkh8n9Rw_7286.61-7302.2.wav,sadness
331,PSsample/hUhI4MoO3zE_1308.09-1327.98.wav,sadness
332,PSsample/azxqxvcIz8E_2708.48-2728.02.wav,sadness
333,PSsample/C_YfsZtGrNY_22986.43-22995.0.wav,sadness
334,PSsample/ChLhsFZXpo0_3613.43-3616.45.wav,sadness
335,PSsample/_g-mjsl5lhE_5880.44-5896.41.wav,sadness
336,PSsample/HlauTe_NK6U_10638.32-10654.9.wav,sadness
337,PSsample/Pm2I_V_CTSQ_12175.64-12192.52.wav,sadness
338,PSsample/ARIAGjO3P9c_1788.45-1808.27.wav,sadness
339,PSsample/nxVSfUk5t5I_13656.77-13676.51.wav,sadness
340,PSsample/8W_RAdbBY2g_967.28-976.22.wav,sadness
341,PSsample/DX8oWA2DyI4_1694.03-1708.81.wav,sadness
342,PSsample/-EO06cT21uY_20283.66-20285.15.wav,sadness
343,PSsample/zszY0-vwr70_21980.81-22000.72.wav,sadness
344,PSsample/8DJUjkE6g2A_20742.84-20760.48.wav,sadness
345,PSsample/3yuEqtP43QI_8260.77-8269.85.wav,sadness
346,PSsample/UPHLmUzadcg_14254.4-14273.82.wav,sadness
347,PSsample/4f2EekXCNas_13595.98-13615.47.wav,sadness
348,PSsample/bruBqQyd8Yg_2439.38-2448.05.wav,sadness
349,PSsample/xkLml1cYbQw_18484.15-18500.34.wav,sadness
350,PSsample/MOOjWQIy7ZY_4257.89-4271.78.wav,sadness
351,PSsample/5cjNUjCW6uo_5844.0-5851.6.wav,sadness
352,PSsample/kfKTaKSJ0Ek_1705.78-1725.11.wav,sadness
353,PSsample/cWQLoS3PnTo_13653.48-13673.24.wav,sadness
354,PSsample/Kt0nJgPw41E_14363.49-14383.48.wav,sadness
355,PSsample/UPHLmUzadcg_9283.65-9303.2.wav,sadness
356,PSsample/OI1RRs1lbh0_15719.85-15739.34.wav,sadness
357,PSsample/1DSAO-5loYo_3566.15-3585.78.wav,sadness
358,PSsample/z7dLHsAfSdI_10735.83-10754.49.wav,sadness
359,PSsample/L6ILB2DxLMw_8123.56-8140.93.wav,sadness
360,PSsample/JvLROFws-Ko_5846.49-5859.12.wav,sadness
361,PSsample/oxaHSUqmkFo_362.94-382.85.wav,sadness
362,PSsample/Ya3R0cW7Eqc_1335.63-1354.91.wav,sadness
363,PSsample/qWbLMM4HNvE_14656.41-14676.05.wav,sadness
364,PSsample/rVfZ1qL88vM_9206.17-9225.5.wav,sadness
365,PSsample/oBv0UsBoXjA_18876.88-18896.21.wav,sadness
366,PSsample/MIv9Q5UKXdY_15636.9-15656.34.wav,sadness
367,PSsample/41IJX-I7KUk_14591.37-14595.74.wav,sadness
368,PSsample/KFQYvnZe5F0_15958.24-15977.93.wav,sadness
369,PSsample/eEqtOY6RRH0_5105.45-5114.59.wav,sadness
370,PSsample/cCzkxrfOFww_13570.28-13590.17.wav,sadness
371,PSsample/Ipptk7Qntq4_4330.93-4332.07.wav,sadness
372,PSsample/Zew7iCnGSwo_3197.3-3217.08.wav,sadness
373,PSsample/L6ILB2DxLMw_10746.23-10765.73.wav,sadness
374,PSsample/1RiO-fXbo-c_14311.66-14331.49.wav,sadness
375,PSsample/oBv0UsBoXjA_4911.88-4917.6.wav,sadness
376,PSsample/ST6gpm9k15Q_11657.55-11677.42.wav,sadness
377,PSsample/bwqOdcblauU_6685.14-6704.48.wav,sadness
378,PSsample/v44Chne6UCw_1145.29-1158.56.wav,sadness
379,PSsample/SRhyViQQhoM_7661.9-7675.72.wav,sadness
380,PSsample/0usFzRcRXwI_7907.37-7924.21.wav,sadness
381,PSsample/K164jTtp2Ws_1104.46-1116.33.wav,sadness
382,PSsample/HOAbJ0y5JQA_9067.5-9081.2.wav,sadness
383,PSsample/g_7n37_9B_E_2084.47-2104.41.wav,sadness
384,PSsample/WBXffMn1G1E_4183.27-4194.99.wav,sadness
385,PSsample/Hlvu7goPx6c_3614.71-3620.53.wav,sadness
386,PSsample/oCdR2ybzGzI_6558.03-6577.53.wav,sadness
387,PSsample/xC6B2N9RvdQ_10000.51-10019.62.wav,sadness
388,PSsample/EWvgCI72HpM_4052.91-4058.89.wav,sadness
389,PSsample/Yfx-tT5TC-8_8065.57-8085.08.wav,sadness
390,PSsample/punGKXD3TZ4_5028.93-5040.68.wav,sadness
391,PSsample/6EuGqDbXDRw_5848.22-5868.17.wav,sadness
392,PSsample/amGNo5659ms_5843.34-5844.74.wav,sadness
